Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12,0.09859658032655716,0.09902523732066772,0.09859658032655716,0.09859658032655716,469033600,0.0,0.0
1980-12-15,0.09388146109350903,0.09388146109350903,0.0934528037905693,0.0934528037905693,175884800,0.0,0.0
1980-12-16,0.08702221242959864,0.08702221242959864,0.08659356087446213,0.08659356087446213,105728000,0.0,0.0
1980-12-17,0.08873679488897324,0.08916545199755053,0.08873679488897324,0.08873679488897324,86441600,0.0,0.0
1980-12-18,0.0913095474243164,0.09173819906466073,0.0913095474243164,0.0913095474243164,73449600,0.0,0.0
1980-12-19,0.09688201546669006,0.09731067268941399,0.09688201546669006,0.09688201546669006,48630400,0.0,0.0
1980-12-22,0.10159722715616226,0.1020266513521139,0.10159722715616226,0.10159722715616226,37363200,0.0,0.0
1980-12-23,0.10588458180427551,0.10631323924943194,0.10588458180427551,0.10588458180427551,46950400,0.0,0.0
1980-12-24,0.11145704239606859,0.11188569964179715,0.11145704239606859,0.11145704239606857,48003200,0.0,0.0
1980-12-26,0.1217454820871353,0.12217413921851905,0.1217454820871353,0.12174548208713531,55574400,0.0,0.0
1980-12-29,0.12346013635396957,0.12388879361447232,0.12346013635396957,0.12346013635396957,93161600,0.0,0.0
1980-12-30,0.12088812761555977,0.12088812761555977,0.12045948207378387,0.12045948207378387,68880000,0.0,0.0
1980-12-31,0.11745904711056333,0.11745904711056333,0.11703038960695267,0.11703038960695267,35750400,0.0,0.0
1981-01-02,0.11831628531217575,0.11917359984581183,0.11831628531217575,0.11831628531217575,21660800,0.0,0.0
1981-01-05,0.11617301307140257,0.11617301307140257,0.11574436724185944,0.11574436724185944,35728000,0.0,0.0
1981-01-06,0.1110283687196543,0.1110283687196543,0.11059971153736116,0.11059971153736115,45158400,0.0,0.0
1981-01-07,0.10631323924943194,0.10631323924943194,0.10588458180427551,0.10588458180427551,55686400,0.0,0.0
1981-01-08,0.10416992658085483,0.10416992658085483,0.10374128073453903,0.10374128073453903,39827200,0.0,0.0
1981-01-09,0.10931379348039627,0.10974245082755414,0.10931379348039627,0.10931379348039627,21504000,0.0,0.0
1981-01-12,0.10931372059386071,0.10931372059386071,0.10845641791820526,0.10845641791820526,23699200,0.0,0.0
1981-01-13,0.10502722411351405,0.10502722411351405,0.10459856688976288,0.10459856688976288,23049600,0.0,0.0
1981-01-14,0.1050272211432457,0.10545587835487405,0.1050272211432457,0.1050272211432457,14291200,0.0,0.0
1981-01-15,0.10717043280601501,0.1080277352786834,0.10717043280601501,0.10717043280601501,14067200,0.0,0.0
1981-01-16,0.10674190097066737,0.10674190097066737,0.10631324350833893,0.10631324350833893,13395200,0.0,0.0
1981-01-19,0.11274295300245285,0.11317161005928007,0.11274295300245285,0.11274295300245285,41574400,0.0,0.0
1981-01-20,0.10974245082755414,0.10974245082755414,0.10931379348039627,0.10931379348039627,30083200,0.0,0.0
1981-01-21,0.11145704239606859,0.11231434544048735,0.11145704239606859,0.11145704239606857,15904000,0.0,0.0
